year,color,total_quantity
2026.0,Glow in Dark White,5
2026.0,Green,5003
2026.0,Lavender,1031
2026.0,Light Aqua,828
2026.0,Light Bluish Gray,27909
2026.0,Light Nougat,1036
2026.0,Lime,3814
2026.0,Magenta,919
2026.0,Medium Azure,4278
2026.0,Medium Blue,52
2026.0,Medium Brown,13
2026.0,Medium Lavender,879
2026.0,Medium Nougat,6112
2026.0,Metallic Gold,497
2026.0,Metallic Silver,185
2026.0,Nougat,271
2026.0,Ochre Yellow,6
2026.0,Olive Green,1207
2026.0,Opal Trans-Bright Green,40
2026.0,Opal Trans-Clear,131
2026.0,Opal Trans-Dark Blue,4
2026.0,Opal Trans-Dark Pink,59
2026.0,Opal Trans-Light Blue,140
2026.0,Opal Trans-Purple,34
2026.0,Opal Trans-Yellow,8
2026.0,Orange,3318
2026.0,Pearl Gold,5698
2026.0,Pearl Titanium,358
2026.0,Red,12354
2026.0,Reddish Brown,13486
2026.0,Reddish Orange,715
2026.0,Sand Blue,619
2026.0,Sand Green,2639
2026.0,Sienna Brown,1
2026.0,Tan,14816
2026.0,Trans-Black,96
2026.0,Trans-Bright Green,199
2026.0,Trans-Clear,2415
2026.0,Trans-Dark Blue,214
2026.0,Trans-Dark Pink,169
2026.0,Trans-Green,153
2026.0,Trans-Light Blue,1593
2026.0,Trans-Orange,951
2026.0,Trans-Purple,116
2026.0,Trans-Red,579
2026.0,Trans-Yellow,390
2026.0,Vibrant Yellow,497
2026.0,Warm Pink,405
2026.0,Warm Tan,150
2026.0,White,28664
2026.0,Yellow,7220
2026.0,Yellowish Green,545
2026.0,[No Color/Any Color],186
,Aqua,1
,Black,13735
,Blue,3471
,Blue Violet,6
,Bright Green,521
,Bright Light Blue,418
,Bright Light Orange,868
,Bright Light Yellow,689
,Bright Pink,519
,Brown,428
,Chrome Black,3
,Chrome Blue,12
,Chrome Gold,56
,Chrome Pink,8
,Chrome Silver,17
,Copper,15
,Coral,93
,Dark Azure,688
,Dark Blue,2680
,Dark Bluish Gray,3400
,Dark Brown,1685
,Dark Gray,304
,Dark Green,654
,Dark Nougat,3
,Dark Orange,1123
,Dark Pink,385
,Dark Purple,832
,Dark Red,1335
,Dark Tan,1270
,Dark Turquoise,376
,Earth Orange,15
,Flat Silver,891
,Glitter Trans-Clear,1
,Glitter Trans-Light Blue,3
,Glitter Trans-Purple,2
,Glow In Dark Opaque,7
,Glow In Dark Trans,3
,Glow in Dark White,30
,Green,1237
,Lavender,145
,Light Aqua,334
,Light Blue,4
,Light Bluish Gray,3721
,Light Brown,5
,Light Gray,366
,Light Lime,1
,Light Nougat,4160
,Light Pink,7
,Light Purple,4
,Light Turquoise,2
,Light Violet,12
,Light Yellow,4
,Lime,558
,Maersk Blue,2
,Magenta,342
,Medium Azure,343
,Medium Blue,580
,Medium Bluish Violet,2
,Medium Brown,137
,Medium Dark Pink,38
,Medium Green,9
,Medium Lavender,392
,Medium Lime,1
,Medium Nougat,1117
,Medium Orange,8
,Medium Violet,1
,Metallic Copper,13
,Metallic Gold,72
,Metallic Silver,140
,Nougat,517
,Ochre Yellow,4
,Olive Green,437
,Opal Trans-Bright Green,2
,Opal Trans-Clear,11
,Opal Trans-Dark Blue,2
,Opal Trans-Dark Pink,7
,Opal Trans-Light Blue,19
,Opal Trans-Purple,8
,Orange,1379
,Pastel Blue,3
,Pearl Copper,3
,Pearl Dark Gray,46
,Pearl Gold,1019
,Pearl Light Gold,5
,Pearl Light Gray,95
,Pearl Sand Blue,4
,Pearl Titanium,814
,Pink,22
,Purple,8
,Red,5373
,Reddish Brown,3013
,Reddish Orange,55
,Royal Blue,2
,Sand Blue,741
,Sand Green,520
,Sand Purple,4
,Sand Red,9
,Sienna Brown,46
,Sky Blue,1
,Speckle Black-Copper,3
,Speckle Black-Gold,3
,Speckle Black-Silver,54
,Speckle DBGray-Silver,2
,Tan,2092
,Trans-Black,4
,Trans-Bright Green,45
,Trans-Brown,298
,Trans-Clear,617
,Trans-Dark Blue,63
,Trans-Dark Pink,81
,Trans-Green,28
,Trans-Light Blue,401
,Trans-Medium Blue,9
,Trans-Neon Green,140
,Trans-Neon Orange,67
,Trans-Orange,167
,Trans-Purple,56
,Trans-Red,208
,Trans-Yellow,103
,Umber Brown,16
,Very Light Bluish Gray,5
,Vibrant Yellow,93
,Violet,29
,Warm Pink,4
,Warm Tan,286
,White,9647
,Yellow,10426
,Yellowish Green,131
,[No Color/Any Color],93
