fig_num,fig_name,num_parts,age_group_heuristic
fig-013348,"Police Officer, Bright Light Blue Shirt with Police Badge, Dark Blue Legs, Reddish Brown Ponytail",4,Unspecified
fig-013349,"Criminal, Dark Orange Jacket, Black Legs, Bright Light Yellow Hair",4,Unspecified
fig-013350,"Criminal, White Prison Jumpsuit",4,Unspecified
fig-013351,"Police Officer, Bright Light Blue Shirt with Police Badge, Dark Blue Legs and Cap, Moustache",4,Unspecified
fig-013352,"Racer, Vibrant Yellow and Dark Blue Race Suit, White Cap",4,Unspecified
fig-013353,Cyber Rider,5,Unspecified
fig-013354,Bear Rider,4,Unspecified
fig-013355,"Mechanic, Medium Blue Overalls",4,Unspecified
fig-013356,"Racer, Orange and Dark Blue Race Suit, Reddish Brown Hair",4,Unspecified
fig-013357,"Woman, Dark Turquoise Jacket and Cap, Black Legs",4,Adult-coded
fig-013358,"Mech Max, Sand Blue Vest, Medium Blue Legs, Magenta Hair",5,Unspecified
fig-013359,"Dirt Bike Rider, Female - Reddish Brown Vest, Dark Blue Legs, White Cap with Ponytail",4,Unspecified
fig-013360,"Dirt Bike Rider, Male - Dark Azure Top, Dark Tan Legs, Red Backpack, Dark Blue Cap",5,Unspecified
fig-013361,"Construction Worker, Orange Safety Jacket, Sand Blue Legs, Red Hard Hat with Ponytail",4,Unspecified
fig-013362,"Construction Worker, Orange Safety Jacket, Dark Blue Legs, Red Hard Hat",4,Unspecified
fig-013363,"Slushy Vendor, Penguin Mask",4,Unspecified
fig-013364,"Girl, White Vest, Short Dark Turquoise Legs, Dark Brown Hair",4,Child-coded
fig-013365,"Vet, Light Aqua Shirt, Tan Legs, Black Hair",4,Unspecified
fig-013366,"Vet, Light Aqua Shirt, Tan Legs, Reddish Brown Ponytail",4,Unspecified
fig-013368,Rapunzel - Jewel Dress,6,Unspecified
fig-013369,Jasmine,4,Unspecified
fig-013370,Rapunzel - Pink Flowers in Hair,6,Unspecified
fig-013371,Cinderella - Gold Tiara,5,Unspecified
fig-013372,Maleficent,4,Unspecified
fig-013373,"Aurora - Dark Pink Dress, Silver Decoration, Pearl Gold Crown, Big Eyes",5,Unspecified
fig-013374,Prince Phillip,4,Unspecified
fig-013375,Sina,4,Unspecified
fig-013377,Moana,4,Unspecified
fig-013378,"Ghost Rider, White Head",3,Unspecified
fig-013379,Hulk,4,Unspecified
fig-013380,Morbius,4,Unspecified
fig-013381,"Spider-Man (Miles Morales), Red Hands, Gray Face Webbing",3,Adult-coded
fig-013382,"Rocket Raccoon, Tan Jacket",3,Unspecified
fig-013383,"Thanos, Dark Blue and Gold Outfit, Medium Lavender Arms",3,Unspecified
fig-013384,"Okoye, Gold Shoulder Armor",4,Unspecified
fig-013386,"Bruce Banner (Hulk), Black Jacket",4,Unspecified
fig-013387,Outrider,8,Unspecified
fig-013388,Outrider,3,Unspecified
fig-013389,"Orange Torso, Medium Blue Legs, Medium Azure Helmet",4,Unspecified
fig-013390,"Captain America with Dark Blue Suit, Helmet",4,Unspecified
fig-013391,"Black Widow, Black Jumpsuit, Plain Legs",4,Unspecified
fig-013392,"Loki, Pearl Titanium Outfit",5,Unspecified
fig-013393,"Iron Man Mark 7 Armor, Red Panels",5,Adult-coded
fig-013394,"Boba Fett, Pearl Dark Gray Outfit",5,Unspecified
fig-013395,"Clone Officer, 501st Legion, White Arms, Blue Rangefinder",5,Unspecified
fig-013396,"Clone Heavy Trooper, 501st Legion, White Arms, Blue Visor",6,Unspecified
fig-013397,"Clone Specialist, 501st Legion, Blue Arms, White Visor",5,Unspecified
fig-013398,Mei Power Up,5,Unspecified
fig-013399,Yellow Tusk Elephant,6,Unspecified
fig-013400,Ink Demon,4,Unspecified
fig-013401,Ink General,6,Unspecified
fig-013402,"Pigsy, Blue Outfit",3,Unspecified
fig-013403,"Monkie Kid, Neck Bracket",5,Child-coded
fig-013404,"The Golden-Winged Eagle, Backpack",7,Unspecified
fig-013405,"Sandy, Dark Purple Robe",5,Unspecified
fig-013406,Lee,4,Unspecified
fig-013407,"Mei, White Robe",4,Unspecified
fig-013408,"Monkie King, Animal Striped Robes",5,Unspecified
fig-013409,Azure Lion,6,Unspecified
fig-013410,Monkie Kid Power Up,5,Child-coded
fig-013412,"Mr Tang, Crown",4,Unspecified
fig-013413,The Golden-Winged Eagle,7,Unspecified
fig-013414,"Monkey King, Bright Light Orange Robes",5,Unspecified
fig-013415,"Bone King - Cape, Crossed Bones",6,Unspecified
fig-013416,Bone Knight,6,Unspecified
fig-013417,Bone Warrior,5,Unspecified
fig-013418,Bone Hunter,5,Unspecified
fig-013419,Pixal Bot,6,Unspecified
fig-013420,Lloyd - Gold,4,Unspecified
fig-013421,Bone Guard,4,Unspecified
fig-013422,"Bone Guard, Neck Bracket",13,Unspecified
fig-013423,"Woman, Apprentice",4,Adult-coded
fig-013424,"Man, Apprentice",4,Adult-coded
fig-013425,Tsireya,5,Unspecified
fig-013426,Tuk,5,Unspecified
fig-013427,Tonowari,5,Unspecified
fig-013429,Jake Sully,5,Unspecified
fig-013430,Neteyam,5,Unspecified
fig-013431,Ao'nung,5,Unspecified
fig-013432,Spider,4,Unspecified
fig-013433,RDA Quaritch,5,Unspecified
fig-013434,Ronal,5,Unspecified
fig-013435,Kiri,5,Unspecified
fig-013436,Tonowari,5,Unspecified
fig-013437,Neytiri,5,Unspecified
fig-013438,Lo'ak,5,Unspecified
fig-013439,Crabsuit Driver,4,Unspecified
fig-013440,"Police Officer, Sweater with Police Badge, Dark Blue Helmet, Orange Glasses",4,Unspecified
fig-013441,Park Ranger,4,Unspecified
fig-013442,Brian O'Conner,4,Unspecified
fig-013443,Vice Admiral Sloane,4,Unspecified
fig-013445,"Darth Vader, White Skin, 19888 Cape",6,Unspecified
fig-013446,"TIE Pilot, Printed Legs, Closed Mouth",4,Unspecified
fig-013447,GNK Power Droid (Gonk) - Light Bluish Gray,13,Unspecified
fig-013448,Referee,4,Unspecified
fig-013449,Robot Warrior - Minifig,4,Unspecified
fig-013450,"Classic Space Figure, Reddish Brown",5,Unspecified
fig-013451,"Classic Space Baby, Blue, White Pupils",2,Child-coded
fig-013452,Carrot Mascot - Minifigure,4,Unspecified
fig-013453,Falconer - Minifigure,5,Unspecified
fig-013454,T-Rex Costume Fan - Minifigure,5,Unspecified
fig-013455,Orc - Minifigure,7,Unspecified
fig-013456,Conservationist (CMF),4,Unspecified
fig-013457,Potter - Minifigure,4,Unspecified
fig-013458,Rococo Aristocrat - Minifigure,4,Unspecified
fig-013459,Rockin' Horse Rider - Minifigure,4,Unspecified
fig-013460,Newspaper Kid - Minifigure,4,Child-coded
fig-013461,Blacktron I - Rerelease,6,Unspecified
fig-013462,Blooper,14,Unspecified
fig-013463,Baby Blooper,3,Child-coded
fig-013464,Green Toad,13,Unspecified
fig-013465,Ice Bro,23,Unspecified
fig-013466,Birdo,27,Unspecified
fig-013467,Sumo Bro,44,Unspecified
fig-013468,Spike,40,Unspecified
fig-013470,Candi,4,Unspecified
fig-013472,Cat Goomba - Looking Front,15,Unspecified
fig-013473,Fire Bro,23,Unspecified
fig-013475,Red Koopa Troopa,24,Unspecified
fig-013477,Yoshi - Blue,30,Unspecified
fig-013478,Super Mushroom,8,Unspecified
fig-013479,Goomba - Bored,10,Unspecified
fig-013480,Wendy O. Koopa,44,Unspecified
fig-013481,Pom Pom,37,Unspecified
fig-013482,Turnip,13,Unspecified
fig-013483,Blue Toad,13,Unspecified
fig-013485,Yoshi - Pink (with Tile 1748),31,Unspecified
fig-013486,"Drummer - Blue Torso, Dark Blue Legs, Reddish Brown Hair",4,Unspecified
fig-013487,"Pizza Chef - White Torso, White Legs, White Hat, White Beard",4,Unspecified
fig-013488,"Bass Player - Blue Torso, Dark Blue Legs, Black Hair, Black Neck Bracket",5,Unspecified
fig-013489,"Club Owner - Bright Light Blue Torso, Dark Orange Legs, Dark Brown Hair",4,Unspecified
fig-013490,"Tailor - Red Torso, Sand Blue Legs, Reddish Brown Hair",4,Unspecified
fig-013491,"Jazz Singer - Black Torso, Black Dress, Black Hair",4,Unspecified
fig-013492,"Magician - Black Tuxedo, Bright Light Yellow Hair",4,Unspecified
fig-013493,"Pizza Delivery Driver - Dark Green Torso, Red Legs, Medium Nougat Hair",4,Unspecified
fig-013494,"Man, Dark Blue Plaid Shirt, Blue Legs, Dark Brown Hair (3626c Head)",4,Adult-coded
fig-013495,Blacktron Droid,7,Unspecified
fig-013496,Rock Singer,4,Unspecified
fig-013497,"Lord Garmadon with Single Torso, Purple Sash Belt",6,Unspecified
fig-013498,"Boy, White Shirt with Balloons, Dark Purple Top Hat",4,Child-coded
fig-013499,"Girl, Bright Pink Top, Short Tan Legs, Dark Azure Hair",4,Child-coded
fig-013500,"Skeleton, Plain Head",6,Unspecified
fig-013501,"Red Torso, Dark Tan/Reddish Brown Legs, Dark Brown Hair, Backpack",5,Unspecified
fig-013502,"Tan Torso, Dark Green Legs, Dark Orange Hair",4,Unspecified
fig-013503,"Reddish Brown Torso, Sand Blue Legs, Bright Light Yellow Hair",4,Unspecified
fig-013504,"Bright Light Blue Torso, Dark Bluish Grey/Black Legs, Black Hair",4,Unspecified
fig-013505,"Police Officer - Bright Light Blue Torso, Dark Blue Legs, White Helmet",5,Unspecified
fig-013506,Cooligan,15,Unspecified
fig-013507,"Santa, Plain Red with Backpack, Black Eyebrows",6,Unspecified
fig-013508,"Man, Blue Overalls over White V-Neck Shirt, Red Cap, Glasses, 3626cpr0646 Head",4,Adult-coded
fig-013509,"Red Torso, Dark Tan Legs, Dark Blue Helmet",4,Unspecified
fig-013510,"Paramedic - Vibrant Yellow Torso, Sand Green Legs, Reddish Brown Hair",4,Unspecified
fig-013511,"Paramedic - Vibrant Yellow Torso, Sand Green Legs, Dark Turquoise Cap",4,Unspecified
fig-013513,Skeleton - 30377 Droid Arms for Legs,6,Unspecified
fig-013515,"Lex Luthor - Black Suit, 3626c Head",3,Unspecified
fig-013516,Cornelius Fudge (Minister of Magic) - 970c03pr9779 Legs,4,Unspecified
fig-013518,General Vangelis - Plain Head,9,Unspecified
fig-013519,Minecraft Knight,5,Unspecified
fig-013520,"Green Torso, Dark Bluish Grey, Dark Brown Hair",4,Unspecified
fig-013521,"White Torso, Blue Overall, Dark Orange Hair",4,Unspecified
fig-013522,"Blue Torso, Safety Vest, Dark Bluish Grey Legs, Black Hair",4,Unspecified
fig-013523,Cho Chang - Dark Blue Quidditch Uniform,4,Unspecified
fig-013524,"Race Driver, White Race Suit with 'Porsche'",4,Unspecified
fig-013526,"Spider-Man (Spidey), Medium Legs, White Spider Print",3,Adult-coded
fig-013527,"Ghost-Spider / Spider-Gwen, Medium Legs, White Spider Print",4,Unspecified
fig-013528,"Black Panther, Medium Legs",4,Unspecified
fig-013530,"Spin / Spider-Man (Miles Morales), Medium Black Legs",3,Adult-coded
fig-013531,"Hannah Abbott, Black Robes",4,Unspecified
fig-013533,"Cedric Diggory, Bright Light Orange Quidditch Outfit",4,Unspecified
fig-013534,"Susan Bones, Hufflepuff Sweater",4,Unspecified
fig-013535,"Cho Chang, Quidditch Outfit",4,Unspecified
fig-013536,J-Hope,4,Unspecified
fig-013538,"Luna Lovegood, Ravenclaw Robes",4,Unspecified
fig-013539,RM,4,Unspecified
fig-013540,Michael Corner,4,Unspecified
fig-013541,"Draco Malfoy, Closed Slytherin Robes with Crest",4,Unspecified
fig-013542,Jungkook,4,Unspecified
fig-013543,Blaise Zabini,4,Unspecified
fig-013544,"Pansy Parkinson, Dark Bluish Gray Sweater",4,Unspecified
fig-013545,Angelina Johnson,4,Unspecified
fig-013546,Jimin,4,Unspecified
fig-013548,"Neville Longbottom, Gryffindor Robes Closed",4,Unspecified
fig-013549,Jin,4,Unspecified
fig-013550,"Harry Potter, Gryffindor Sweater Open, Black Legs",4,Unspecified
fig-013551,V,4,Unspecified
fig-013552,Suga,4,Unspecified
fig-013553,"Race Driver - Flat Silver Torso, Flat Silver Legs, White Helmet",5,Unspecified
fig-013554,"White Torso, Apples, Blue Legs, Dark Brown Hair",4,Unspecified
fig-013555,"White Torso, Surfboard, Dark Azure Legs, Tan Hair",4,Unspecified
fig-013556,"Dark Azure Torso, Dark Brown Legs, Black Hair",4,Unspecified
fig-013557,"White Torso, Dark Blue Legs, Reddish Brown Hair",4,Unspecified
fig-013558,"Bright Green Torso, Dark Tan Medium Legs, Dark Orange Hair",4,Unspecified
fig-013559,"Cinderella - Bright Light Blue Dress, White Under-Dress - Thin Hinge, Hair Band",4,Unspecified
fig-013560,"Belle, Bright Light Yellow Dress",4,Unspecified
fig-013561,"Harry Potter, Tournament Uniform Red Diving Outfit with Hogwarts Crest, Black Legs",4,Unspecified
fig-013562,"Viktor Krum, Shark Head, Red Legs",4,Unspecified
fig-013563,"Hermione Granger, Gryffindor Robe Closed, Medium Legs, Sleeping",4,Unspecified
fig-013564,"Ron Weasley, Gryffindor Robes, Sleeping",4,Unspecified
fig-013565,Merperson with Medium Nougat Hair,4,Unspecified
fig-013566,"Rocket Racer, Pearl Titanium Race Suit",5,Unspecified
fig-013567,"Stunt Rider, Dark Purple and Dark Turquoise Race Suit",5,Unspecified
fig-013568,"Woman, Dark Turquoise Jacket, Bright Light Yellow Beanie",4,Adult-coded
fig-013569,"Man, Red Letterman Jacket, Light Bluish Gray Legs, Tan Hair",4,Adult-coded
fig-013570,"Stunt Rider, Knight",5,Unspecified
fig-013571,"Stunt Rider, Dragon",5,Unspecified
fig-013572,"Stunt Rider, Black, Orange, and Green Race Suit",5,Unspecified
fig-013573,The Grey Lady,4,Adult-coded
fig-013574,"Blaise Zabini, Slytherin Sweater",4,Unspecified
fig-013575,"Draco Malfoy, Black Suit",4,Unspecified
fig-013577,"Hermione Granger, Medium Azure Jacket",4,Unspecified
fig-013578,"Harry Potter, Dark Tan Jacket, Blue Legs",4,Unspecified
fig-013579,"Dr. Octopus / Doc Ock, Female, Light Bluish Gray Arms",9,Unspecified
fig-013580,"Ghost-Spider / Spider-Gwen, Medium Legs, Bubble Helmet",4,Unspecified
fig-013581,Flint Marco / Sandman,4,Adult-coded
fig-013583,"Spin / Spider-Man (Miles Morales), Medium Red Legs, Bubble Helmet",4,Adult-coded
fig-013584,"Firefighter, Bright Light Orange Fire Suit, Dark Blue Cap",4,Unspecified
fig-013585,"Stunt Rider, Fire Suit",9,Unspecified
fig-013586,"Stunt Rider, White and Vibrant Yellow Race Suit, White Helmet",5,Unspecified
fig-013587,"Race Driver - Black Torso, Dark Bluish Grey Legs, Black Hair",4,Unspecified
fig-013588,"Race Driver - Black Torso, Black Legs, Dark Orange Hair",4,Unspecified
fig-013589,"Race Driver - White Torso, White Legs, Black Helmet",5,Unspecified
fig-013590,"Race Driver - White Torso, Dark Blue Legs, White Helmet",5,Unspecified
fig-013591,Wendy Darling  - Microdoll,3,Unspecified
fig-013592,Peter Pan - Microdoll,3,Unspecified
fig-013593,Captain Hook,3,Unspecified
fig-013594,"Frodo  - Dark Green Cape, Reddish Brown Torso",5,Unspecified
fig-013595,Samwise Gamgee - Sand Blue Cape,5,Unspecified
fig-013596,"Statue - Dress/Robe, Straight Hair",4,Unspecified
fig-013597,"Statue - Legs, Wavy Hair",4,Unspecified
fig-013598,"Statue - Legs, Straight Hair",4,Unspecified
fig-013600,Bilbo Baggins - White Hair,4,Unspecified
fig-013601,Glóin (Gloin) - White Hair,5,Unspecified
fig-013602,Gimli - Dark Brown Helmet,5,Unspecified
fig-013603,"Elf - Dark Bluish Grey Torso, Dress, Bright Light Yellow Hair",4,Unspecified
fig-013604,"Arwen - White Torso, Dress, Dark Brown Hair",4,Unspecified
fig-013605,"Elf - Dark Bluish Grey Torso, Legs, Dark Brown Hair",4,Unspecified
fig-013606,Peregrin Took (Pippin) - Reddish Brown Cape,5,Unspecified
fig-013607,Meriadoc Brandybuck (Merry) - Light Nougat Feet,5,Unspecified
fig-013609,"Gandalf The Grey - Cape, Hat",6,Unspecified
fig-013610,Boromir,5,Unspecified
fig-013612,Legolas Greenleaf,4,Unspecified
fig-013613,Elrond - Dark Red Dress,4,Unspecified
fig-013614,Aragorn,4,Unspecified
fig-013615,Frodo Baggins - Sitting,8,Unspecified
fig-013617,"Bilbo Baggins - White Hair, Sitting",7,Unspecified
fig-013618,Gandalf The Grey - Sitting,8,Unspecified
fig-013619,Elrond - Sitting,6,Unspecified
fig-013620,"Statue - Dress/Robe, Wavy Hair",4,Unspecified
fig-013622,"Ghost, Soul Archer, Conical Hat",5,Unspecified
fig-013623,"Construction Engineer / Architect - Tan Torso, Dark Green Legs, White Helmet",4,Unspecified
fig-013624,"Construction Worker, Foreman - Orange Torso, Dark Blue Legs, White Helmet",4,Adult-coded
fig-013625,"Construction Worker - Orange Torso, Dark Blue Legs, Red Helmet, Female",4,Unspecified
fig-013626,"Construction Worker - Orange Torso, Dark Blue Legs, Red Helmet, Grin",4,Unspecified
fig-013627,"Construction Worker - Orange Torso, Dark Blue Legs, Red Helmet, Smirk",4,Unspecified
fig-013628,"Construction Worker - Orange Torso, Dark Blue Legs, Red Helmet, Black Bandana",5,Unspecified
fig-013629,Fliprus,93,Unspecified
fig-013630,"Orange Torso, Black Legs, Reddish Brown Hair",4,Unspecified
fig-013631,"Kid - Tan Torso, Black Legs, Dark Orange Hair",5,Child-coded
fig-013632,"Tan Torso, Reddish Brown Legs, Tan Hat",5,Unspecified
fig-013633,"Dark Tan Torso, Dark Blue Legs, Dark Blue Hat",4,Unspecified
fig-013634,"Orange Torso, Black Legs, Black Hair",4,Unspecified
fig-013635,"Dark Green Torso, Dark Brown Legs, Tan Collar, Dark Bluish Grey Beanie",5,Unspecified
fig-013636,"Dark Red Torso, Dark Blue Legs, Reddish Brown Hair",4,Unspecified
fig-013637,"Black Torso, Black Legs",4,Unspecified
fig-013638,"Medium Lavender Torso, Medium Azure Legs, Dark Orange Hair",4,Unspecified
fig-013639,"Bright Light Blue Torso, White Legs, Black Hair",4,Unspecified
fig-013640,"Chef, White Torso, Blue Legs, Blue Cap",4,Unspecified
fig-013641,"Child - Dark Turquoise Torso, Blue Medium Legs, Flat Silver Knight Helmet",4,Child-coded
fig-013642,"Medium Nougat Torso, Black Legs, Reddish Brown Hair",4,Unspecified
fig-013643,"Light Bluish Grey Torso, Blue Legs, Dark Bluish Grey Beanie",4,Unspecified
fig-013644,"White Torso, Dark Tan Legs, Black Hair",4,Unspecified
fig-013645,"Tan Torso, Sand Green Legs, Dark Orange Hair",4,Unspecified
fig-013646,"Green Torso, Reddish Brown Legs, Dark Brown Hair",4,Unspecified
fig-013647,"Red Torso, Dark Blue Legs, Black Hair",4,Unspecified
fig-013648,"Bright Pink Torso, Dark Red Legs, Tan Hair",4,Unspecified
fig-013649,"Light Bluish Grey Torso, Light Bluish Grey Legs, Dark Green Cap",4,Unspecified
fig-013650,"Green Torso, Medium Nougat Legs, Medium Nougat Hair",4,Unspecified
fig-013651,"Bright Light Blue Torso, Dark Blue Legs, Black Hair",4,Unspecified
fig-013652,"Medium Lavender Torso, White Legs, Bright Light Yellow Hair",4,Unspecified
fig-013653,"Dark Red Torso, Dark Purple Legs, Dark Orange Hair",4,Unspecified
fig-013654,"Medium Nougat Torso, Reddish Brown Legs, Dark Red Cap",4,Unspecified
fig-013655,"Kid - White Torso, Dark Green Legs, Dark Bluish Grey Beanie",4,Child-coded
fig-013656,"Kid - Bright Light Pink Torso, Medium Lavender Legs, Dark Orange Hair",4,Child-coded
fig-013658,"Darth Vader - Cape, Plain Black Head",5,Unspecified
fig-013660,"Master Wu - EVO, Ponytail",5,Unspecified
fig-013662,"Star-Lord (Peter Quill), Dark Blue Outfit",4,Unspecified
fig-013663,"Drax, Dark Blue Outfit",3,Unspecified
fig-013664,"Nebula, Dark Blue Outfit",3,Unspecified
fig-013665,"Mantis, Dark Blue Outfit",4,Adult-coded
fig-013666,Adam Warlock,5,Unspecified
fig-013668,"Groot, Teen with Shoulder Pads",4,Unspecified
fig-013669,"Rocket Raccoon, Dark Blue Outfit, Reddish Brown Fur",4,Unspecified
fig-013671,"Tinker Bell, Large Wings",5,Unspecified
fig-013673,"Mickey Mouse, Blue Suit",3,Unspecified
fig-013675,Moana,4,Unspecified
fig-013677,"Minnie Mouse, Bright Pink Jacket, Yellow Bow",5,Unspecified
fig-013679,Peter Pan,4,Unspecified
fig-013680,Russell,5,Unspecified
fig-013681,Carl Fredricksen,4,Unspecified
fig-013682,Space Suit Mannequin,5,Adult-coded
fig-013683,Astronaut Suit Mannequin,5,Adult-coded
fig-013684,Hovitos Warrior,4,Unspecified
fig-013685,"Rene Belloq, Tan Outfit",4,Unspecified
fig-013686,Satipo,4,Unspecified
fig-013687,"Indiana Jones in Dark Brown Jacket, Tan Shirt, Light Nougat Hands",4,Unspecified
fig-013688,Sallah,4,Unspecified
fig-013689,Mummy,3,Unspecified
fig-013690,"Indiana Jones in Dark Brown Jacket, Tan Shirt, Dark Tan Hands",4,Unspecified
fig-013691,Marion Ravenwood,4,Unspecified
fig-013692,Professor Henry Jones Sr,4,Unspecified
fig-013693,"Indiana Jones in Dark Brown Jacket, Tan Shirt, Black Tie",4,Unspecified
fig-013694,Fighter Pilot,5,Unspecified
fig-013695,"Kid Pirate - Red Striped Shirt, Blue Legs, Red Bandana",4,Child-coded
fig-013696,"Kid Pirate - Blue Striped Shirt, Tan Legs, Black Tricorne",4,Child-coded
fig-013697,"Owen Grady in Light Bluish Gray Shirt, Black neck Bracket",5,Unspecified
fig-013698,"Police Officer - Bright Light Blue Torso, Dark Blue Legs and hAT",4,Unspecified
fig-013699,"Helen Heist - Criminal, Prison Shirt with #50382, Dark Bluish Gray Legs, Tan Hair",4,Unspecified
fig-013701,"Nya - NRG, Pearl Dark Grey 36452",6,Unspecified
fig-013702,Clone Commander Fox - Solid LBG Circle,7,Adult-coded
fig-013703,Warden,68,Unspecified
fig-013704,"Eeyeore, Bow",2,Unspecified
fig-013706,"Obi-Wan Kenobi - Reddish Brown Robe, Hood",4,Unspecified
fig-013708,"Ursula, Printed Tentacles",4,Unspecified
fig-013710,"Ariel, Dark Red Hair",4,Unspecified
fig-013711,King Triton,4,Unspecified
fig-013712,Karina,4,Unspecified
fig-013713,Indira,4,Unspecified
fig-013714,Oswald the Lucky Rabbit - Minifig,3,Unspecified
fig-013715,Ernesto De La Cruz,4,Unspecified
fig-013716,Miguel Rivera - Hood,4,Unspecified
fig-013717,Pocahontas,4,Unspecified
fig-013718,Robin Hood,5,Unspecified
fig-013719,Stitch,3,Unspecified
fig-013720,Baymax,3,Unspecified
fig-013721,Pinocchio,4,Unspecified
fig-013723,Mickey Mouse - Sorcerer's Apprentice,3,Unspecified
fig-013724,Tiana - Minifig,5,Unspecified
fig-013725,Dr. Facilier,4,Unspecified
fig-013726,Aurora - Minifig,5,Unspecified
fig-013727,Mulan - Minifig,4,Unspecified
fig-013729,"Arial, Medium Nougat Skin, Dark Red Hair - Microdoll",4,Unspecified
fig-013731,"Prince Eric, White Pants - Microdoll",3,Unspecified
fig-013732,Ursula - Microdoll,3,Unspecified
fig-013733,Snub Fighter Pilot,4,Unspecified
fig-013734,Vane,4,Unspecified
fig-013735,"The Mandalorian / Din Djarin, Dark Brown Outfit, 87610pr0417 Helmet",5,Adult-coded
fig-013736,Mandalorian Fleet Commander,5,Adult-coded
fig-013737,TIE Pilot - Female,4,Unspecified
fig-013738,"Astromech Droid, R2-E6",4,Unspecified
fig-013740,"Luke Skywalker, Final Duel Outfit, Mid-Length Dark Tan Hair",4,Unspecified
fig-013742,"Emperor Palpatine - Tan Head, Cape",5,Unspecified
fig-013743,"Princess Leia, Endor Outfit, Helmet",4,Unspecified
fig-013745,"Scout Trooper - Light Nougat Head, Black Arms",4,Unspecified
fig-013747,"Luke Skywalker, Dark Tan Endor Outfit, Helmet",4,Unspecified
fig-013748,"Luke Skywalker, Orange Rebel Pilot Outfit, Arm Print",4,Unspecified
fig-013749,Queen of Hearts,5,Unspecified
fig-013750,Prince John,4,Unspecified
fig-013751,Cruella de Vil,5,Unspecified
fig-013752,The Queen,6,Unspecified
fig-013753,Jiminy Cricket,5,Unspecified
fig-013754,Bone King - No Cape,5,Unspecified
fig-013755,"Aki Jones - Bright Light Blue Jacket, White Legs, Dark Azure Hair",4,Unspecified
fig-013756,"Construciton Worker, Blue Jacket, Orange Legs, Red Hard Hat with Dark Brown Hair ",4,Unspecified
fig-013757,"Construction Worker, Blue Overalls, Red Hard Hat, Moustache",4,Unspecified
fig-013758,"Skeleton, Evil Face, Ball Joint Arms, Neck Bracket",7,Unspecified
fig-013760,"Zane, Crystalized Armor, Hair",5,Unspecified
fig-013761,"Construction Worker, Orange Safety Jacket, Sand Blue Legs, Red Hard Hat (Gary Gangway)",4,Unspecified
fig-013763,Kai - Dragon Power Spinjitzu,5,Unspecified
fig-013765,Nya - Dragon Power Spinjitzu,5,Unspecified
fig-013766,Lloyd - Dragon Power Spinjitzu,5,Unspecified
fig-013767,Imperium Claw Hunter,5,Unspecified
fig-013769,Kai - Dragons Rising,5,Unspecified
fig-013771,Lloyd - Dragons Rising Robes,5,Unspecified
fig-013772,Wyldfyre,4,Unspecified
fig-013773,"Lord Ras, Pearl Gold Shoulder Pads",4,Unspecified
fig-013774,Arin,5,Unspecified
fig-013775,"Rapton, Shoulder Armor",5,Unspecified
fig-013776,"Imperium Claw General, Shoulder Guards",5,Unspecified
fig-013778,Imperium Commander - Black Head,5,Adult-coded
fig-013779,Empress Beatrix,5,Unspecified
fig-013781,Cole - Dragons Rising,5,Unspecified
fig-013782,Nya - Dragons Rising Robes,5,Unspecified
fig-013783,Spirit of the Temple,4,Unspecified
fig-013784,Imperium Guard,5,Unspecified
fig-013786,Jay - Dragons Rising Robes,5,Unspecified
fig-013787,Sora,5,Unspecified
fig-013788,Zane - Dragons Rising,5,Unspecified
fig-013789,Dojo Kid,4,Child-coded
fig-013790,Gayle Gossip,4,Unspecified
fig-013791,Vinny Folson,4,Unspecified
fig-013792,Borg Store Employee,4,Unspecified
fig-013793,Cyrus Borg,4,Unspecified
fig-013794,Sushimi Chef,4,Unspecified
fig-013795,Baker,4,Unspecified
fig-013796,Racer Seven,4,Unspecified
fig-013797,Kai / Blacksmith Kai,4,Unspecified
fig-013798,Street Vendor,4,Unspecified
fig-013799,Tea Vendor,4,Unspecified
fig-013800,Boat Vendor,4,Unspecified
fig-013802,Zane / Detective Zane,4,Unspecified
fig-013803,"Dareth, White Shirt",4,Unspecified
fig-013804,Sora / Urban Sora,4,Unspecified
fig-013805,Arin / Urban Arin,4,Unspecified
fig-013806,Chamille,4,Unspecified
fig-013807,Houndog McBrag,4,Unspecified
fig-013808,"Miss Demeanor, Airtanks",5,Unspecified
fig-013809,"Black Widow, Pearl Dark Gray Jumpsuit, Medium Azure Highlights",4,Unspecified
fig-013810,"Red Torso, Blue Legs, Blue Cap",4,Unspecified
fig-013811,Hogwarts Express Train Conductor,4,Unspecified
fig-013812,"Hermione Granger, Gryffindor Robe Closed, Short Legs, Skirt",5,Unspecified
fig-013813,"Harry Potter, Gryffindor Robes Open, Short Legs (28621 Head)",4,Unspecified
fig-013814,Lee Jordan,4,Unspecified
fig-013815,Romilda Vane,4,Unspecified
fig-013816,Owl Post Worker,4,Unspecified
fig-013817,"Lavender Brown, Light Aqua Sweater",4,Unspecified
fig-013818,"Ginny Weasley, Dark Blue Jacket",4,Unspecified
fig-013819,"Ron Weasley, Reddish Brown Sweater, Dark Bluish Gray Legs",4,Unspecified
fig-013820,Tai-D,14,Unspecified
fig-013821,"Harry Potter, Dark Blue Jacket Dirty, Medium Legs, Printed Arms",4,Unspecified
fig-013822,"Remus Lupin, Dark Bluish Gray Jacket Buttoned",4,Unspecified
fig-013824,"Voldemort, Dirty Sand Green Robe, Printed Skirt",3,Unspecified
